numar_factura,data
2410012807,3/5/2024
2410012808,3/5/2024
2410012826,3/5/2024
2410012834,3/5/2024
2410012845,3/5/2024
2410012853,3/5/2024
2410012859,3/5/2024
2410012860,3/5/2024
2410012862,3/5/2024
2410012876,3/5/2024
2410012878,3/5/2024
2410012880,3/5/2024
2410012886,3/5/2024
2410012899,3/5/2024
2410012901,3/5/2024
2410012908,3/5/2024
2410012914,3/5/2024
2410012915,3/5/2024
2410012923,3/5/2024
2410012927,3/5/2024
2410012935,3/5/2024
2410012939,3/5/2024
2410012941,3/5/2024
2410012943,3/5/2024
2410012944,3/5/2024
2410012948,3/5/2024
2410012951,3/5/2024
2410012955,3/5/2024
2410012958,3/5/2024
2410012963,3/5/2024
2410012977,3/5/2024
2410012978,3/5/2024
2410012995,3/5/2024
2410013007,3/5/2024
2410013008,3/5/2024
2410013010,3/5/2024
2410013013,3/5/2024
2410013015,3/5/2024
2410013018,3/5/2024
2410013022,3/5/2024
2410013036,3/5/2024
2410013039,3/5/2024
2410013049,3/5/2024
2410013055,3/6/2024
2410013059,3/6/2024
2410013061,3/6/2024
2410013063,3/6/2024
2410013066,3/6/2024
2410013077,3/6/2024
2410013078,3/6/2024
2410013081,3/6/2024
2410013082,3/6/2024
2410013087,3/6/2024
2410013091,3/6/2024
2410013092,3/6/2024
2410013095,3/6/2024
2410013098,3/6/2024
2410013106,3/6/2024
2410013107,3/6/2024
2410013111,3/6/2024
2410013112,3/6/2024
2410013118,3/6/2024
2410013120,3/6/2024
2410013132,3/6/2024
2410013133,3/6/2024
2410013135,3/6/2024
2410013146,3/6/2024
2410013151,3/6/2024
2410013156,3/6/2024
2410013159,3/6/2024
2410013169,3/6/2024
2410013174,3/6/2024
2410013181,3/6/2024
2410013196,3/6/2024
2410013202,3/6/2024
2410013204,3/6/2024
2410013205,3/6/2024
2410013209,3/6/2024
2410013210,3/6/2024
2410013213,3/6/2024
2410013215,3/6/2024
2410013216,3/6/2024
2410013219,3/6/2024
2410013220,3/6/2024
2410013221,3/6/2024
2410013227,3/6/2024
2410013228,3/6/2024
2410013229,3/6/2024
2410013230,3/6/2024
2410013232,3/6/2024
2410013236,3/6/2024
2410013253,3/6/2024
2410013255,3/6/2024
2410013272,3/6/2024
2410013274,3/6/2024
2410013281,3/6/2024
2410013283,3/6/2024
2410013284,3/6/2024
2410013286,3/6/2024
2410013302,3/6/2024
2410013317,3/6/2024
2410013335,3/6/2024
2410013374,3/7/2024
2410013375,3/7/2024
2410013378,3/7/2024
2410013386,3/7/2024
2410013389,3/7/2024
2410013395,3/7/2024
2410013398,3/7/2024
2410013401,3/7/2024
2410013402,3/7/2024
2410013408,3/7/2024
2410013410,3/7/2024
2410013413,3/7/2024
2410013422,3/7/2024
2410013427,3/7/2024
2410013446,3/7/2024
2410013453,3/7/2024
2410013462,3/7/2024
2410013466,3/7/2024
2410013467,3/7/2024
2410013468,3/7/2024
2410013476,3/7/2024
2410013484,3/7/2024
2410013500,3/7/2024
2410013512,3/7/2024
2410013514,3/7/2024
2410013526,3/7/2024
2410013527,3/7/2024
2410013534,3/7/2024
2410013543,3/7/2024
2410013547,3/7/2024
2410013553,3/7/2024
2410013555,3/7/2024
2410013558,3/7/2024
2410013562,3/7/2024
2410013563,3/7/2024
2410013564,3/7/2024
2410013565,3/7/2024
2410013574,3/7/2024
2410013616,3/8/2024
2410013634,3/8/2024
2410013640,3/8/2024
2410013644,3/8/2024
2410013645,3/8/2024
2410013655,3/8/2024
2410013656,3/8/2024
2410013658,3/8/2024
2410013667,3/8/2024
2410013683,3/8/2024
2410013697,3/8/2024
2410013714,3/8/2024
2410013729,3/8/2024
2410013740,3/8/2024
2410013744,3/8/2024
2410013745,3/8/2024
2410013765,3/8/2024
2410013769,3/8/2024
2410013773,3/8/2024
2410013775,3/8/2024
2410013776,3/8/2024
2410013777,3/8/2024
2410013781,3/8/2024
2410013808,3/8/2024
2410013809,3/8/2024
2410013827,3/8/2024
2410013844,3/8/2024
2410013862,3/8/2024
2410013863,3/8/2024
2410013876,3/8/2024
2410013887,3/8/2024
2410013894,3/8/2024
2410013900,3/8/2024
2410013901,3/9/2024
2410013902,3/9/2024
2410013913,3/11/2024
2410013928,3/11/2024
2410013929,3/11/2024
2410013930,3/11/2024
2410013932,3/11/2024
2410013933,3/11/2024
2410013955,3/11/2024
2410013959,3/11/2024
2410013961,3/11/2024
2410013964,3/11/2024
2410013985,3/11/2024
2410013999,3/11/2024
2410014001,3/11/2024
2410014009,3/11/2024
2410014016,3/11/2024
2410014026,3/11/2024
2410014028,3/11/2024
2410014035,3/11/2024
2410014037,3/11/2024
2410014042,3/11/2024
2410014049,3/11/2024
2410014063,3/11/2024
2410014071,3/11/2024
2410014090,3/11/2024
2410014092,3/11/2024
2410014093,3/11/2024
2410014094,3/11/2024
2410014095,3/11/2024
2410014096,3/11/2024
2410200000,1/3/2024
2410200001,1/3/2024
2410200002,1/3/2024
2410200007,1/3/2024
2410200008,1/3/2024
2410200010,1/3/2024
2410200012,1/3/2024
2410200013,1/3/2024
2410200014,1/3/2024
2410200015,1/3/2024
2410200019,1/3/2024
2410200020,1/3/2024
2410200021,1/3/2024
2410200025,1/3/2024
2410200032,1/3/2024
2410200035,1/3/2024
2410200036,1/3/2024
2410200040,1/3/2024
2410200041,1/3/2024
2410200043,1/3/2024
2410200044,1/3/2024
2410200045,1/3/2024
2410200051,1/3/2024
2410200053,1/3/2024
2410200054,1/3/2024
2410200055,1/3/2024
2410200056,1/3/2024
2410200061,1/3/2024
2410200063,1/3/2024
2410200064,1/3/2024
2410200066,1/3/2024
2410200072,1/3/2024
2410200074,1/3/2024
2410200080,1/3/2024
2410200081,1/3/2024
2410200083,1/3/2024
2410200084,1/3/2024
2410200086,1/3/2024
2410200087,1/3/2024
2410200088,1/3/2024
2410200091,1/3/2024
2410200092,1/3/2024
2410200093,1/3/2024
2410200095,1/3/2024
2410200096,1/3/2024
2410200098,1/3/2024
2410200099,1/3/2024
2410200100,1/3/2024
2410200101,1/3/2024
2410200109,1/4/2024
2410200112,1/4/2024
2410200117,1/4/2024
2410200119,1/4/2024
2410200120,1/4/2024
2410200121,1/4/2024
2410200122,1/4/2024
2410200123,1/4/2024
2410200124,1/4/2024
2410200126,1/4/2024
2410200127,1/4/2024
2410200128,1/4/2024
2410200129,1/4/2024
2410200134,1/4/2024
2410200135,1/4/2024
2410200138,1/4/2024
2410200139,1/4/2024
2410200142,1/4/2024
2410200147,1/4/2024
2410200157,1/4/2024
2410200159,1/4/2024
2410200161,1/4/2024
2410200163,1/4/2024
2410200168,1/4/2024
2410200170,1/4/2024
2410200173,1/4/2024
2410200177,1/4/2024
2410200183,1/4/2024
2410200187,1/4/2024
2410200190,1/4/2024
2410200191,1/4/2024
2410200193,1/4/2024
2410200195,1/4/2024
2410200196,1/4/2024
2410200197,1/4/2024
2410200198,1/4/2024
2410200199,1/4/2024
2410200200,1/4/2024
2410200201,1/4/2024
2410200207,1/4/2024
2410200211,1/4/2024
2410200214,1/4/2024
2410200217,1/4/2024
2410200218,1/4/2024
2410200220,1/4/2024
2410200225,1/5/2024
2410200226,1/5/2024
2410200227,1/5/2024
2410200228,1/5/2024
2410200229,1/5/2024
2410200232,1/5/2024
2410200233,1/5/2024
2410200234,1/5/2024
2410200235,1/5/2024
2410200236,1/5/2024
2410200237,1/5/2024
2410200240,1/5/2024
2410200241,1/5/2024
2410200244,1/5/2024
2410200246,1/5/2024
2410200248,1/5/2024
2410200253,1/5/2024
2410200255,1/5/2024
2410200256,1/5/2024
2410200259,1/5/2024
2410200261,1/5/2024
2410200264,1/5/2024
2410200265,1/5/2024
2410200266,1/5/2024
2410200271,1/5/2024
2410200273,1/5/2024
2410200274,1/5/2024
2410200276,1/5/2024
2410200277,1/5/2024
2410200278,1/5/2024
2410200279,1/5/2024
2410200280,1/5/2024
2410200282,1/5/2024
2410200283,1/5/2024
2410200284,1/5/2024
2410200285,1/5/2024
2410200286,1/5/2024
2410200290,1/5/2024
2410200291,1/5/2024
2410200292,1/5/2024
2410200293,1/5/2024
2410200294,1/5/2024
2410200295,1/5/2024
2410200296,1/5/2024
2410200297,1/5/2024
2410200298,1/5/2024
2410200299,1/5/2024
2410200308,1/6/2024
2410200310,1/6/2024
2410200311,1/6/2024
2410200312,1/6/2024
2410200313,1/6/2024
2410200314,1/6/2024
2410200315,1/6/2024
2410200316,1/6/2024
2410200318,1/6/2024
2410200319,1/6/2024
2410200320,1/6/2024
2410200321,1/6/2024
2410200322,1/6/2024
2410200323,1/6/2024
2410200324,1/6/2024
2410200326,1/8/2024
2410200328,1/8/2024
2410200331,1/8/2024
2410200332,1/8/2024
2410200333,1/8/2024
2410200334,1/8/2024
2410200335,1/8/2024
2410200337,1/8/2024
2410200339,1/8/2024
2410200340,1/8/2024
2410200343,1/8/2024
2410200347,1/8/2024
2410200348,1/8/2024
2410200349,1/8/2024
2410200350,1/8/2024
2410200352,1/8/2024
2410200353,1/8/2024
2410200356,1/8/2024
2410200357,1/8/2024
2410200359,1/8/2024
2410200360,1/8/2024
2410200364,1/8/2024
2410200365,1/8/2024
2410200366,1/8/2024
2410200368,1/8/2024
2410200370,1/8/2024
2410200374,1/8/2024
2410200377,1/8/2024
2410200382,1/8/2024
2410200383,1/8/2024
2410200389,1/8/2024
2410200390,1/8/2024
2410200393,1/8/2024
2410200394,1/8/2024
2410200395,1/8/2024
2410200396,1/8/2024
2410200397,1/8/2024
2410200399,1/8/2024
2410200400,1/8/2024
2410200401,1/8/2024
2410200402,1/8/2024
2410200405,1/8/2024
2410200407,1/8/2024
2410200408,1/8/2024
2410200410,1/8/2024
2410200411,1/8/2024
2410200412,1/8/2024
2410200413,1/8/2024
2410200415,1/8/2024
2410200418,1/8/2024
2410200420,1/8/2024
2410200423,1/8/2024
2410200424,1/8/2024
2410200425,1/8/2024
2410200429,1/9/2024
2410200430,1/9/2024
2410200431,1/9/2024
2410200433,1/9/2024
2410200434,1/9/2024
2410200436,1/9/2024
2410200439,1/9/2024
2410200443,1/9/2024
2410200444,1/9/2024
2410200450,1/9/2024
2410200453,1/9/2024
2410200454,1/9/2024
2410200456,1/9/2024
2410200458,1/9/2024
2410200459,1/9/2024
2410200460,1/9/2024
2410200462,1/9/2024
2410200463,1/9/2024
2410200465,1/9/2024
2410200466,1/9/2024
2410200471,1/9/2024
2410200472,1/9/2024
2410200474,1/9/2024
2410200475,1/9/2024
2410200477,1/9/2024
2410200478,1/9/2024
2410200479,1/9/2024
2410200480,1/9/2024
2410200484,1/9/2024
2410200487,1/9/2024
2410200489,1/9/2024
2410200490,1/9/2024
2410200491,1/9/2024
2410200492,1/9/2024
2410200494,1/9/2024
2410200496,1/9/2024
2410200498,1/9/2024
2410200499,1/9/2024
2410200501,1/9/2024
2410200504,1/9/2024
2410200511,1/9/2024
2410200512,1/9/2024
2410200513,1/9/2024
2410200514,1/9/2024
2410200515,1/9/2024
2410200516,1/9/2024
2410200518,1/9/2024
2410200520,1/9/2024
2410200521,1/9/2024
2410200522,1/9/2024
2410200523,1/9/2024
2410200526,1/9/2024
2410200527,1/9/2024
2410200529,1/9/2024
2410200534,1/9/2024
2410200535,1/9/2024
2410200537,1/9/2024
2410200540,1/10/2024
2410200543,1/10/2024
2410200544,1/10/2024
2410200551,1/10/2024
2410200552,1/10/2024
2410200555,1/10/2024
2410200556,1/10/2024
2410200561,1/10/2024
2410200562,1/10/2024
2410200566,1/10/2024
2410200569,1/10/2024
2410200570,1/10/2024
2410200571,1/10/2024
2410200572,1/10/2024
2410200574,1/10/2024
2410200578,1/10/2024
2410200579,1/10/2024
2410200580,1/10/2024
2410200586,1/10/2024
2410200587,1/10/2024
2410200589,1/10/2024
2410200590,1/10/2024
2410200591,1/10/2024
2410200597,1/10/2024
2410200598,1/10/2024
2410200599,1/10/2024
2410200601,1/10/2024
2410200602,1/10/2024
2410200605,1/10/2024
2410200609,1/10/2024
2410200611,1/10/2024
2410200612,1/10/2024
2410200613,1/11/2024
2410200617,1/11/2024
2410200618,1/11/2024
2410200619,1/11/2024
2410200625,1/11/2024
2410200627,1/11/2024
2410200628,1/11/2024
2410200631,1/11/2024
2410200635,1/11/2024
2410200636,1/11/2024
2410200638,1/11/2024
2410200639,1/11/2024
2410200640,1/11/2024
2410200641,1/11/2024
2410200646,1/11/2024
2410200647,1/11/2024
2410200650,1/11/2024
2410200652,1/11/2024
2410200653,1/11/2024
2410200654,1/11/2024
2410200656,1/11/2024
2410200657,1/11/2024
2410200658,1/11/2024
2410200660,1/11/2024
2410200661,1/11/2024
2410200662,1/11/2024
2410200663,1/11/2024
2410200664,1/11/2024
2410200665,1/11/2024
2410200668,1/11/2024
2410200669,1/11/2024
2410200670,1/11/2024
2410200672,1/11/2024
2410200676,1/11/2024
2410200678,1/11/2024
2410200679,1/12/2024
2410200681,1/12/2024
2410200682,1/12/2024
2410200683,1/12/2024
2410200684,1/12/2024
2410200689,1/12/2024
2410200691,1/12/2024
2410200693,1/12/2024
2410200695,1/12/2024
2410200696,1/12/2024
2410200700,1/12/2024
2410200701,1/12/2024
2410200703,1/12/2024
2410200704,1/12/2024
2410200705,1/12/2024
2410200710,1/12/2024
2410200711,1/12/2024
2410200712,1/12/2024
2410200713,1/12/2024
2410200714,1/12/2024
2410200715,1/12/2024
2410200717,1/12/2024
2410200718,1/12/2024
2410200721,1/12/2024
2410200724,1/12/2024
2410200725,1/12/2024
2410200726,1/12/2024
2410200727,1/12/2024
2410200728,1/12/2024
2410200730,1/12/2024
2410200731,1/12/2024
2410200732,1/12/2024
2410200733,1/12/2024
2410200734,1/12/2024
2410200737,1/12/2024
2410200738,1/12/2024
2410200739,1/12/2024
2410200740,1/12/2024
2410200741,1/12/2024
2410200742,1/12/2024
2410200743,1/12/2024
2410200744,1/12/2024
2410200745,1/12/2024
2410200748,1/12/2024
2410200751,1/12/2024
2410200752,1/12/2024
2410200753,1/12/2024
2410200754,1/12/2024
2410200755,1/12/2024
2410200756,1/12/2024
2410200757,1/12/2024
2410200764,1/12/2024
2410200767,1/12/2024
2410200768,1/12/2024
2410200770,1/12/2024
2410200771,1/12/2024
2410200772,1/12/2024
2410200773,1/12/2024
2410200776,1/12/2024
2410200779,1/12/2024
2410200780,1/12/2024
2410200781,1/12/2024
2410200782,1/12/2024
2410200783,1/12/2024
2410200784,1/12/2024
2410200785,1/12/2024
2410200786,1/12/2024
2410200787,1/12/2024
2410200790,1/12/2024
2410200791,1/13/2024
2410200797,1/13/2024
2410200801,1/13/2024
2410200807,1/13/2024
2410200808,1/13/2024
2410200809,1/13/2024
2410200810,1/13/2024
2410200813,1/13/2024
2410200816,1/13/2024
2410200828,1/15/2024
2410200829,1/15/2024
2410200838,1/15/2024
2410200842,1/15/2024
2410200843,1/15/2024
2410200844,1/15/2024
2410200845,1/15/2024
2410200848,1/15/2024
2410200852,1/15/2024
2410200853,1/15/2024
2410200857,1/15/2024
2410200860,1/15/2024
2410200863,1/15/2024
2410200866,1/15/2024
2410200869,1/15/2024
2410200871,1/15/2024
2410200872,1/15/2024
2410200874,1/15/2024
2410200876,1/15/2024
2410200877,1/15/2024
2410200878,1/15/2024
2410200879,1/15/2024
2410200889,1/15/2024
2410200891,1/15/2024
2410200892,1/15/2024
2410200893,1/15/2024
2410200896,1/15/2024
2410200897,1/15/2024
2410200898,1/15/2024
2410200900,1/15/2024
2410200901,1/15/2024
2410200902,1/15/2024
2410200904,1/15/2024
2410200906,1/15/2024
2410200907,1/16/2024
2410200911,1/16/2024
2410200912,1/16/2024
2410200913,1/16/2024
2410200914,1/16/2024
2410200915,1/16/2024
2410200916,1/16/2024
2410200921,1/16/2024
2410200922,1/16/2024
2410200923,1/16/2024
2410200931,1/16/2024
2410200934,1/16/2024
2410200935,1/16/2024
2410200936,1/16/2024
2410200937,1/16/2024
2410200938,1/16/2024
2410200939,1/16/2024
2410200940,1/16/2024
2410200941,1/16/2024
2410200942,1/16/2024
2410200943,1/16/2024
2410200946,1/16/2024
2410200948,1/16/2024
2410200953,1/16/2024
2410200954,1/16/2024
2410200955,1/16/2024
2410200957,1/16/2024
2410200958,1/16/2024
2410200960,1/16/2024
2410200961,1/16/2024
2410200962,1/16/2024
2410200965,1/16/2024
2410200966,1/16/2024
2410200967,1/16/2024
2410200968,1/16/2024
2410200973,1/17/2024
2410200975,1/17/2024
2410200976,1/17/2024
2410200979,1/17/2024
2410200980,1/17/2024
2410200987,1/17/2024
2410200988,1/17/2024
2410200990,1/17/2024
2410200991,1/17/2024
2410200992,1/17/2024
2410200997,1/17/2024
2410200998,1/17/2024
2410201001,1/17/2024
2410201002,1/17/2024
2410201003,1/17/2024
2410201004,1/17/2024
2410201005,1/17/2024
2410201011,1/17/2024
2410201012,1/17/2024
2410201014,1/17/2024
2410201020,1/17/2024
2410201021,1/17/2024
2410201022,1/17/2024
2410201024,1/17/2024
2410201025,1/17/2024
2410201026,1/17/2024
2410201028,1/17/2024
2410201029,1/17/2024
2410201030,1/17/2024
2410201033,1/17/2024
2410201037,1/17/2024
2410201040,1/17/2024
2410201041,1/17/2024
2410201042,1/17/2024
2410201044,1/17/2024
2410201054,1/17/2024
2410201055,1/17/2024
2410201056,1/17/2024
2410201057,1/17/2024
2410201061,1/18/2024
2410201063,1/18/2024
2410201066,1/18/2024
2410201067,1/18/2024
2410201069,1/18/2024
2410201070,1/18/2024
2410201071,1/18/2024
2410201072,1/18/2024
2410201076,1/18/2024
2410201081,1/18/2024
2410201083,1/18/2024
2410201085,1/18/2024
2410201086,1/18/2024
2410201090,1/18/2024
2410201093,1/18/2024
2410201095,1/18/2024
2410201096,1/18/2024
2410201097,1/18/2024
2410201101,1/18/2024
2410201102,1/18/2024
2410201103,1/18/2024
2410201104,1/18/2024
2410201105,1/18/2024
2410201107,1/18/2024
2410201114,1/18/2024
2410201116,1/18/2024
2410201117,1/18/2024
2410201118,1/18/2024
2410201119,1/18/2024
2410201120,1/18/2024
2410201121,1/18/2024
2410201122,1/18/2024
2410201123,1/18/2024
2410201124,1/18/2024
2410201125,1/18/2024
2410201127,1/18/2024
2410201128,1/18/2024
2410201129,1/18/2024
2410201130,1/18/2024
2410201132,1/18/2024
2410201134,1/18/2024
2410201139,1/18/2024
2410201148,1/18/2024
2410201149,1/18/2024
2410201151,1/18/2024
2410201154,1/19/2024
2410201155,1/19/2024
2410201158,1/19/2024
2410201159,1/19/2024
2410201160,1/19/2024
2410201163,1/19/2024
2410201166,1/19/2024
2410201173,1/19/2024
2410201175,1/19/2024
2410201176,1/19/2024
2410201177,1/19/2024
2410201179,1/19/2024
2410201180,1/19/2024
2410201186,1/19/2024
2410201187,1/19/2024
2410201191,1/19/2024
2410201196,1/19/2024
2410201197,1/19/2024
2410201198,1/19/2024
2410201200,1/19/2024
2410201201,1/19/2024
2410201205,1/19/2024
2410201206,1/19/2024
2410201210,1/19/2024
2410201211,1/19/2024
2410201212,1/19/2024
2410201213,1/19/2024
2410201216,1/19/2024
2410201217,1/19/2024
2410201219,1/19/2024
2410201221,1/19/2024
2410201222,1/19/2024
2410201223,1/19/2024
2410201224,1/19/2024
2410201225,1/19/2024
2410201229,1/19/2024
2410201230,1/19/2024
2410201233,1/19/2024
2410201234,1/19/2024
2410201240,1/19/2024
2410201251,1/20/2024
2410201261,1/20/2024
2410201262,1/20/2024
2410201266,1/20/2024
2410201269,1/20/2024
2410201270,1/20/2024
2410201275,1/22/2024
2410201277,1/22/2024
2410201282,1/22/2024
2410201284,1/22/2024
2410201285,1/22/2024
2410201286,1/22/2024
2410201303,1/22/2024
2410201306,1/22/2024
2410201307,1/22/2024
2410201308,1/22/2024
2410201309,1/22/2024
2410201312,1/22/2024
2410201313,1/22/2024
2410201315,1/22/2024
2410201317,1/22/2024
2410201318,1/22/2024
2410201319,1/22/2024
2410201322,1/22/2024
2410201324,1/22/2024
2410201327,1/22/2024
2410201328,1/22/2024
2410201329,1/22/2024
2410201330,1/22/2024
2410201331,1/22/2024
2410201333,1/22/2024
2410201334,1/22/2024
2410201335,1/22/2024
2410201338,1/22/2024
2410201339,1/22/2024
2410201340,1/22/2024
2410201341,1/22/2024
2410201346,1/22/2024
2410201347,1/22/2024
2410201348,1/22/2024
2410201351,1/22/2024
2410201354,1/22/2024
2410201361,1/23/2024
2410201372,1/23/2024
2410201374,1/23/2024
2410201375,1/23/2024
2410201377,1/23/2024
2410201380,1/23/2024
2410201382,1/23/2024
2410201383,1/23/2024
2410201385,1/23/2024
2410201387,1/23/2024
2410201390,1/23/2024
2410201391,1/23/2024
2410201393,1/23/2024
2410201394,1/23/2024
2410201398,1/23/2024
2410201399,1/23/2024
2410201401,1/23/2024
2410201402,1/23/2024
2410201403,1/23/2024
2410201404,1/23/2024
2410201405,1/23/2024
2410201407,1/23/2024
2410201410,1/23/2024
2410201412,1/23/2024
2410201414,1/23/2024
2410201416,1/23/2024
2410201417,1/23/2024
2410201418,1/23/2024
2410201419,1/23/2024
2410201421,1/23/2024
2410201422,1/23/2024
2410201426,1/23/2024
2410201428,1/23/2024
2410201430,1/23/2024
2410201433,1/23/2024
2410201440,1/25/2024
2410201442,1/25/2024
2410201444,1/25/2024
2410201445,1/25/2024
2410201450,1/25/2024
2410201452,1/25/2024
2410201454,1/25/2024
2410201456,1/25/2024
2410201457,1/25/2024
2410201458,1/25/2024
2410201459,1/25/2024
2410201460,1/25/2024
2410201461,1/25/2024
2410201462,1/25/2024
2410201464,1/25/2024
2410201467,1/25/2024
2410201468,1/25/2024
2410201469,1/25/2024
2410201470,1/25/2024
2410201472,1/25/2024
2410201476,1/25/2024
2410201477,1/25/2024
2410201479,1/25/2024
2410201490,1/25/2024
2410201498,1/25/2024
2410201501,1/25/2024
2410201507,1/25/2024
2410201509,1/25/2024
2410201511,1/25/2024
2410201518,1/26/2024
2410201519,1/26/2024
2410201525,1/26/2024
2410201528,1/26/2024
2410201531,1/26/2024
2410201534,1/26/2024
2410201535,1/26/2024
2410201536,1/26/2024
2410201537,1/26/2024
2410201538,1/26/2024
2410201539,1/26/2024
2410201540,1/26/2024
2410201544,1/26/2024
2410201545,1/26/2024
2410201546,1/26/2024
2410201547,1/26/2024
2410201548,1/26/2024
2410201549,1/26/2024
2410201554,1/26/2024
2410201555,1/26/2024
2410201556,1/26/2024
2410201557,1/26/2024
2410201562,1/26/2024
2410201563,1/26/2024
2410201565,1/26/2024
2410201566,1/26/2024
2410201567,1/26/2024
2410201568,1/26/2024
2410201569,1/26/2024
2410201572,1/26/2024
2410201574,1/26/2024
2410201576,1/26/2024
2410201580,1/26/2024
2410201581,1/26/2024
2410201582,1/26/2024
2410201583,1/26/2024
2410201585,1/26/2024
2410201588,1/26/2024
2410201589,1/26/2024
2410201590,1/26/2024
2410201591,1/26/2024
2410201593,1/26/2024
2410201594,1/26/2024
2410201595,1/26/2024
2410201596,1/26/2024
2410201597,1/26/2024
2410201598,1/26/2024
2410201599,1/26/2024
2410201600,1/26/2024
2410201602,1/26/2024
2410201603,1/26/2024
2410201604,1/26/2024
2410201606,1/26/2024
2410201607,1/26/2024
2410201608,1/26/2024
2410201610,1/27/2024
2410201611,1/27/2024
2410201612,1/27/2024
2410201615,1/27/2024
2410201617,1/27/2024
2410201618,1/27/2024
2410201621,1/27/2024
2410201623,1/27/2024
2410201624,1/27/2024
2410201626,1/27/2024
2410201629,1/29/2024
2410201630,1/29/2024
2410201631,1/29/2024
2410201634,1/29/2024
2410201635,1/29/2024
2410201637,1/29/2024
2410201640,1/29/2024
2410201641,1/29/2024
2410201642,1/29/2024
2410201646,1/29/2024
2410201652,1/29/2024
2410201654,1/29/2024
2410201656,1/29/2024
2410201660,1/29/2024
2410201662,1/29/2024
2410201665,1/29/2024
2410201667,1/29/2024
2410201669,1/29/2024
2410201671,1/29/2024
2410201672,1/29/2024
2410201673,1/29/2024
2410201675,1/29/2024
2410201676,1/29/2024
2410201683,1/29/2024
2410201685,1/29/2024
2410201690,1/29/2024
2410201691,1/29/2024
2410201693,1/29/2024
2410201697,1/29/2024
2410201698,1/29/2024
2410201701,1/29/2024
2410201702,1/29/2024
2410201704,1/29/2024
2410201705,1/29/2024
2410201706,1/29/2024
2410201707,1/29/2024
2410201708,1/29/2024
2410201709,1/29/2024
2410201710,1/29/2024
2410201711,1/29/2024
2410201713,1/29/2024
2410201714,1/29/2024
2410201715,1/29/2024
2410201721,1/30/2024
2410201722,1/30/2024
2410201723,1/30/2024
2410201729,1/30/2024
2410201731,1/30/2024
2410201732,1/30/2024
2410201733,1/30/2024
2410201734,1/30/2024
2410201735,1/30/2024
2410201738,1/30/2024
2410201739,1/30/2024
2410201740,1/30/2024
2410201742,1/30/2024
2410201743,1/30/2024
2410201744,1/30/2024
2410201746,1/30/2024
2410201753,1/30/2024
2410201755,1/30/2024
2410201756,1/30/2024
2410201760,1/30/2024
2410201761,1/30/2024
2410201762,1/30/2024
2410201765,1/30/2024
2410201766,1/30/2024
2410201767,1/30/2024
2410201768,1/30/2024
2410201769,1/30/2024
2410201770,1/30/2024
2410201771,1/30/2024
2410201773,1/30/2024
2410201774,1/30/2024
2410201775,1/30/2024
2410201776,1/30/2024
2410201777,1/30/2024
2410201786,1/30/2024
2410201791,1/30/2024
2410201792,1/30/2024
2410201793,1/30/2024
2410201795,1/30/2024
2410201798,1/31/2024
2410201799,1/31/2024
2410201800,1/31/2024
2410201803,1/31/2024
2410201808,1/31/2024
2410201809,1/31/2024
2410201810,1/31/2024
2410201811,1/31/2024
2410201812,1/31/2024
2410201813,1/31/2024
2410201814,1/31/2024
2410201815,1/31/2024
2410201818,1/31/2024
2410201819,1/31/2024
2410201820,1/31/2024
2410201825,1/31/2024
2410201829,1/31/2024
2410201830,1/31/2024
2410201831,1/31/2024
2410201832,1/31/2024
2410201836,1/31/2024
2410201839,1/31/2024
2410201842,1/31/2024
2410201843,1/31/2024
2410201845,1/31/2024
2410201847,1/31/2024
2410201848,1/31/2024
2410201850,1/31/2024
2410201851,1/31/2024
2410201854,1/31/2024
2410201856,1/31/2024
2410201860,1/31/2024
2410201862,1/31/2024
2410201863,2/1/2024
2410201869,2/1/2024
2410201870,2/1/2024
2410201871,2/1/2024
2410201872,2/1/2024
2410201874,2/1/2024
2410201875,2/1/2024
2410201877,2/1/2024
2410201882,2/1/2024
2410201883,2/1/2024
2410201884,2/1/2024
2410201886,2/1/2024
2410201888,2/1/2024
2410201899,2/1/2024
2410201900,2/1/2024
2410201903,2/1/2024
2410201907,2/1/2024
2410201909,2/1/2024
2410201912,2/1/2024
2410201913,2/1/2024
2410201914,2/1/2024
2410201915,2/1/2024
2410201917,2/1/2024
2410201918,2/1/2024
2410201919,2/1/2024
2410201920,2/1/2024
2410201926,2/1/2024
2410201929,2/1/2024
2410201930,2/1/2024
2410201931,2/1/2024
2410201932,2/1/2024
2410201933,2/1/2024
2410201934,2/1/2024
2410201935,2/1/2024
2410201936,2/1/2024
2410201937,2/1/2024
2410201939,2/1/2024
2410201940,2/2/2024
2410201942,2/2/2024
2410201944,2/2/2024
2410201945,2/2/2024
2410201946,2/2/2024
2410201947,2/2/2024
2410201948,2/2/2024
2410201950,2/2/2024
2410201951,2/2/2024
2410201952,2/2/2024
2410201953,2/2/2024
2410201954,2/2/2024
2410201955,2/2/2024
2410201956,2/2/2024
2410201957,2/2/2024
2410201958,2/2/2024
2410201959,2/2/2024
2410201961,2/2/2024
2410201962,2/2/2024
2410201963,2/2/2024
2410201964,2/2/2024
2410201965,2/2/2024
2410201967,2/2/2024
2410201968,2/2/2024
2410201969,2/2/2024
2410201970,2/2/2024
2410201971,2/2/2024
2410201972,2/2/2024
2410201973,2/2/2024
2410201974,2/2/2024
2410201975,2/2/2024
2410201976,2/2/2024
2410201978,2/2/2024
2410201979,2/2/2024
