numar_factura,numar_comanda,cod_articol,id_cantitate
2410005465,2061851,1034099,1||2061851||1||3
2410005465,2061851,3211802,1||2061851||1||1
2410005469,2057490,2859856,1||2057490||2||3
2410005469,2057490,3157726,1||2057490||2||10
2410005471,2061840,5688368,1||2061840||1||1
2410005474,2061387,3737425,1||2061387||2||1
2410005479,2062040,1594072,1||2062040||1||2
2410005479,2062040,1595510,1||2062040||1||4
2410005479,2062040,1601098,1||2062040||1||3
2410005479,2062040,2306259,1||2062040||1||1
2410005506,2028154,21770,1||2028154||1||1
2410005506,2028154,21775,1||2028154||1||2
2410005506,2028154,74842,1||2028154||1||3
2410005508,2062048,6155,1||2062048||2||2
2410005517,2061630,2355880,1||2061630||1||2
2410005517,2061630,2821328,1||2061630||1||1
2410005519,2061801,2542161,1||2061801||1||2
2410005526,2062182,1581065,1||2062182||1||1
2410005527,2062159,1201626,1||2062159||2||1
2410005533,2061269,2095976,1||2061269||1||1
2410005545,2062326,2800612,1||2062326||1||1
2410005545,2062326,2845015,1||2062326||1||3
2410005545,2062326,3788060,1||2062326||1||2
2410005547,2062237,2833802,1||2062237||1||1
2410005549,2062285,3104225,1||2062285||1||1
2410005555,2062322,3163068,1||2062322||3||1
2410005582,2053360,5431147,1||2053360||2||2
2410005586,2061926,3752716,1||2061926||1||2
2410005586,2061926,3752717,1||2061926||1||1
2410005592,2053547,3847743,1||2053547||2||1
2410005595,2062556,1721589,1||2062556||1||1
2410005622,2062494,1202988,1||2062494||1||2
2410005622,2062494,1726469,1||2062494||1||1
2410005622,2062494,2574253,1||2062494||1||5
2410005622,2062494,2798091,1||2062494||1||4
2410005622,2062494,3211676,1||2062494||1||3
2410005622,2062494,5020275,1||2062494||1||7
2410005623,2062562,23707,1||2062562||1||2
2410005623,2062562,2532078,1||2062562||1||3
2410005623,2062562,3198608,1||2062562||1||1
2410005627,2062499,2835641,1||2062499||1||2
2410005632,2062651,3752717,1||2062651||1||1
2410005641,2062599,2792164,1||2062599||1||1
2410005643,2060322,2342460,1||2060322||1||1
2410005661,2061801,2542161,1||2061801||2||2
2410005662,2061401,2281552,1||2061401||2||1
2410005665,2060984,2228249,1||2060984||1||1
2410005668,2062717,3223507,1||2062717||1||2
2410005668,2062717,3287758,1||2062717||1||1
2410005669,2062473,22809,1||2062473||1||3
2410005669,2062473,22809,1||2062473||1||4
2410005669,2062473,22919,1||2062473||1||2
2410005669,2062473,68749,1||2062473||1||1
2410005669,2062473,5625376,1||2062473||1||5
2410005670,2062351,6210985,1||2062351||1||2
2410005671,2062803,3287355,1||2062803||1||1
2410005678,2062780,5347,1||2062780||1||2
2410005678,2062780,7152,1||2062780||1||1
2410005685,2062739,2541511,1||2062739||2||1
2410005688,2062614,5799481,1||2062614||1||1
2410005694,2050391,1615179,1||2050391||1||6
2410005706,2049622,172371,1||2049622||2||14
2410005714,2062871,3786180,1||2062871||2||2
2410005722,2060994,1729643,1||2060994||2||8
2410005722,2060994,4973404,1||2060994||2||12
2410005731,2063026,4928,1||2063026||1||1
2410005731,2063026,5347,1||2063026||1||2
2410005731,2063026,5377,1||2063026||1||3
2410005731,2063026,6174,1||2063026||1||4
2410005748,2060038,3163323,1||2060038||1||2
2410005750,2057761,1595695,1||2057761||2||8
2410005753,2062259,4985,1||2062259||1||7
2410005753,2062259,5449,1||2062259||1||2
2410005753,2062259,5492,1||2062259||1||1
2410005753,2062259,5562,1||2062259||1||15
2410005753,2062259,5656,1||2062259||1||16
2410005753,2062259,7253,1||2062259||1||3
2410005753,2062259,7294,1||2062259||1||12
2410005753,2062259,7295,1||2062259||1||11
2410005753,2062259,8591,1||2062259||1||10
2410005753,2062259,214974,1||2062259||1||14
2410005753,2062259,2307727,1||2062259||1||9
2410005753,2062259,2801853,1||2062259||1||4
2410005753,2062259,3201027,1||2062259||1||6
2410005753,2062259,3223507,1||2062259||1||8
2410005753,2062259,4783459,1||2062259||1||13
2410005756,2062850,2568556,1||2062850||2||2
2410005761,2062980,3223507,1||2062980||1||2
2410005761,2062980,5624939,1||2062980||1||1
2410005764,2063036,2525279,1||2063036||1||1
2410005765,2063074,4757308,1||2063074||1||1
2410005767,2062925,4806429,1||2062925||1||3
2410005768,2062771,5474231,1||2062771||1||2
2410005768,2062771,5926882,1||2062771||1||3
2410005768,2062771,6158742,1||2062771||1||1
2410005776,2063082,2836550,1||2063082||1||1
2410005777,2062916,1023000,1||2062916||1||1
2410005788,2063031,5010579,1||2063031||1||1
2410005799,2062707,2847247,1||2062707||2||1
2410005816,2063163,2830979,1||2063163||1||4
2410005818,2062735,2234472,1||2062735||1||1
2410005818,2062735,5641653,1||2062735||1||5
2410005818,2062735,5676523,1||2062735||1||6
2410005820,2062979,2845015,1||2062979||1||1
2410005820,2062979,3788060,1||2062979||1||2
2410005821,2062949,3157743,1||2062949||1||1
2410005821,2062949,4896017,1||2062949||1||2
2410005827,2063247,2284986,1||2063247||2||1
2410005839,2063287,1207313,1||2063287||1||1
2410005840,2062832,2304441,1||2062832||1||1
2410005845,2063434,860976,1||2063434||1||2
2410005845,2063434,862738,1||2063434||1||1
2410005851,2063403,2543402,1||2063403||1||1
2410005852,2020220,19436,1||2020220||1||1
2410005852,2020220,20247,1||2020220||1||6
2410005852,2020220,20870,1||2020220||1||5
2410005852,2020220,20986,1||2020220||1||8
2410005852,2020220,20989,1||2020220||1||7
2410005852,2020220,21407,1||2020220||1||2
2410005852,2020220,1200605,1||2020220||1||12
2410005852,2020220,1203218,1||2020220||1||3
2410005852,2020220,1720054,1||2020220||1||4
2410005852,2020220,2298837,1||2020220||1||11
2410005852,2020220,4984730,1||2020220||1||9
2410005854,2055895,15259,1||2055895||2||6
2410005854,2055895,1018644,1||2055895||2||3
2410005854,2055895,1018646,1||2055895||2||4
2410005854,2055895,3793364,1||2055895||2||2
2410005886,2063561,175153,1||2063561||2||1
2410005888,2063586,6478,1||2063586||1||2
2410005888,2063586,8588,1||2063586||1||1
2410005891,2050887,5431147,1||2050887||2||2
2410005892,2058182,2574260,1||2058182||1||7
2410005896,2063623,2833149,1||2063623||1||1
2410005897,2063671,1601812,1||2063671||1||1
2410005901,2063644,2813089,1||2063644||1||1
2410005904,2063635,2356063,1||2063635||1||1
2410005909,2063604,2229466,1||2063604||1||2
2410005909,2063604,2836159,1||2063604||1||1
2410005910,2063725,2801428,1||2063725||3||1
2410005918,2063727,2287021,1||2063727||1||1
2410005919,2063648,2564548,1||2063648||1||1
2410005920,2063198,2573623,1||2063198||1||1
2410005921,2063731,2237161,1||2063731||1||1
2410005930,2063757,816853,1||2063757||1||3
2410005930,2063757,3287315,1||2063757||1||1
2410005930,2063757,3793624,1||2063757||1||4
2410005939,2063810,4922,1||2063810||1||2
2410005939,2063810,1309920,1||2063810||1||1
2410005945,2062963,3785957,1||2062963||1||1
2410005947,2063504,2345360,1||2063504||1||3
2410005947,2063504,3160682,1||2063504||1||1
2410005947,2063504,4829244,1||2063504||1||2
2410005959,2063945,3199098,1||2063945||1||4
2410005973,2060398,2819030,1||2060398||3||7
2410005976,2064010,5087,1||2064010||1||1
2410005983,2039430,22431,1||2039430||1||8
2410005983,2039430,175152,1||2039430||1||6
2410005983,2039430,1323529,1||2039430||1||12
2410005983,2039430,1323531,1||2039430||1||16
2410005983,2039430,1641682,1||2039430||1||9
2410005983,2039430,2356099,1||2039430||1||4
2410005983,2039430,3108908,1||2039430||1||11
2410005983,2039430,4705776,1||2039430||1||10
2410005983,2039430,5007536,1||2039430||1||2
2410005983,2039430,5007591,1||2039430||1||15
2410005988,2063753,2821690,1||2063753||1||1
2410005988,2063753,2821692,1||2063753||1||2
2410005991,2063499,3201191,1||2063499||1||1
2410005994,2064023,1011179,1||2064023||1||1
2410005994,2064023,1011186,1||2064023||1||2
2410005995,2064086,1011157,1||2064086||2||1
2410005995,2064086,1016886,1||2064086||2||2
2410005996,2064069,2300817,1||2064069||2||7
2410006000,2064043,5756046,1||2064043||2||1
2410006015,2063397,3144887,1||2063397||1||1
2410006022,2064218,2532077,1||2064218||1||4
2410006022,2064218,4757833,1||2064218||1||5
2410006025,2063678,4806343,1||2063678||1||1
2410006041,2064343,3161070,1||2064343||1||2
2410006041,2064343,4766508,1||2064343||1||3
2410006041,2064343,5753301,1||2064343||1||1
2410006047,2064305,1721591,1||2064305||1||2
2410006047,2064305,3786180,1||2064305||1||1
2410006065,2063773,1727983,1||2063773||1||4
2410006069,2063582,1715604,1||2063582||1||1
2410006069,2063582,1715911,1||2063582||1||2
2410006069,2063582,1716008,1||2063582||1||3
2410006077,2064172,835377,1||2064172||1||1
2410006094,2064646,1200135,1||2064646||1||2
2410006094,2064646,1579438,1||2064646||1||1
2410006094,2064646,2818841,1||2064646||1||3
2410006096,2064090,4755872,1||2064090||2||3
2410006096,2064090,5033001,1||2064090||2||5
2410006097,2064665,2800115,1||2064665||1||1
2410006114,2064839,68749,1||2064839||1||2
2410006114,2064839,3156329,1||2064839||1||1
2410006120,2064648,2339702,1||2064648||2||1
2410006122,2057032,2307701,1||2057032||1||3
2410006134,2064822,5753539,1||2064822||2||4
2410006135,2064731,8586,1||2064731||1||10
2410006135,2064731,9178,1||2064731||1||1
2410006135,2064731,22958,1||2064731||1||5
2410006135,2064731,22959,1||2064731||1||6
2410006135,2064731,1595952,1||2064731||1||8
2410006135,2064731,3144379,1||2064731||1||4
2410006135,2064731,4829520,1||2064731||1||9
2410006135,2064731,5753539,1||2064731||1||7
2410006139,2064811,4985195,1||2064811||1||1
2410006151,2056019,5431147,1||2056019||2||2
2410006161,2064865,2833130,1||2064865||1||1
2410006161,2064865,2833312,1||2064865||1||2
2410006166,2064627,2542316,1||2064627||1||1
2410006185,2065083,3292201,1||2065083||2||9
2410006192,2065194,860976,1||2065194||1||1
2410006200,2065192,4921,1||2065192||1||9
2410006200,2065192,5066,1||2065192||1||2
2410006200,2065192,6155,1||2065192||1||4
2410006200,2065192,6163,1||2065192||1||5
2410006200,2065192,6387,1||2065192||1||3
2410006200,2065192,6666,1||2065192||1||7
2410006200,2065192,7098,1||2065192||1||8
2410006200,2065192,7287,1||2065192||1||10
2410006200,2065192,8201,1||2065192||1||1
2410006200,2065192,9870,1||2065192||1||6
2410006202,2065147,1611654,1||2065147||1||1
2410006218,2065241,1023280,1||2065241||1||1
2410006241,2056663,1720094,1||2056663||1||1
2410006256,2065386,6478,1||2065386||1||1
2410006256,2065386,3223625,1||2065386||1||2
2410006258,2064943,2573441,1||2064943||1||1
2410006261,2065163,1594072,1||2065163||1||1
2410006261,2065163,1595510,1||2065163||1||2
2410006262,2065404,2812421,1||2065404||1||1
2410006294,2065523,4928,1||2065523||1||9
2410006294,2065523,6666,1||2065523||1||10
2410006294,2065523,7098,1||2065523||1||11
2410006294,2065523,7157,1||2065523||1||7
2410006294,2065523,7161,1||2065523||1||8
2410006294,2065523,2226351,1||2065523||1||6
2410006294,2065523,2244046,1||2065523||1||12
2410006294,2065523,2818380,1||2065523||1||5
2410006301,2065289,2226352,1||2065289||1||1
2410006301,2065289,2226359,1||2065289||1||2
2410006301,2065289,4896017,1||2065289||1||3
2410006301,2065289,4985159,1||2065289||1||4
2410006349,2065347,3211651,1||2065347||1||2
2410006349,2065347,5027718,1||2065347||1||3
2410006350,2065546,1728859,1||2065546||1||1
2410006350,2065546,2355321,1||2065546||1||3
2410006350,2065546,3102177,1||2065546||1||5
2410006350,2065546,3201195,1||2065546||1||6
2410006351,2065637,3156209,1||2065637||1||1
2410006353,2065680,2816569,1||2065680||1||1
2410006356,2061253,2298417,1||2061253||1||10
2410006356,2061253,2345883,1||2061253||1||8
2410006356,2061253,2836966,1||2061253||1||9
2410006356,2061253,2842730,1||2061253||1||4
2410006356,2061253,4829227,1||2061253||1||1
2410006376,2064069,1621922,1||2064069||4||4
2410006379,2065427,4898255,1||2065427||1||2
2410006380,2065335,1598921,1||2065335||2||1
2410006384,2064365,3211668,1||2064365||2||3
2410006387,2065047,5809079,1||2065047||1||1
2410006410,2065699,1234083,1||2065699||1||5
2410006410,2065699,3288070,1||2065699||1||2
2410006415,2065654,1011138,1||2065654||1||1
2410006417,2065990,2500962,1||2065990||1||1
2410006431,2066003,3749316,1||2066003||1||2
2410006431,2066003,4992306,1||2066003||1||1
2410006435,2065787,860197,1||2065787||2||3
2410006435,2065787,1647992,1||2065787||2||2
2410006436,2066001,2821692,1||2066001||1||1
2410006464,2065972,24278,1||2065972||2||2
2410006466,2065523,2228231,1||2065523||2||13
2410006466,2065523,2837529,1||2065523||2||1
2410006466,2065523,6211136,1||2065523||2||14
2410006492,2066205,1017034,1||2066205||1||1
2410006492,2066205,1017036,1||2066205||1||2
2410006493,2065133,1715911,1||2065133||1||1
2410006495,2065983,174315,1||2065983||2||1
2410006497,2066207,2573184,1||2066207||1||1
2410006498,2066255,1612979,1||2066255||1||2
2410006498,2066255,2570150,1||2066255||1||6
2410006498,2066255,2818871,1||2066255||1||1
2410006503,2065864,2283671,1||2065864||1||1
2410006505,2065683,4975929,1||2065683||1||1
2410006508,2066200,76029,1||2066200||2||1
2410006518,2065675,2532065,1||2065675||1||7
2410006518,2065675,3735123,1||2065675||1||2
2410006518,2065675,3737439,1||2065675||1||6
2410006518,2065675,3749258,1||2065675||1||5
2410006518,2065675,3749274,1||2065675||1||3
2410006518,2065675,3749294,1||2065675||1||4
2410006518,2065675,3749329,1||2065675||1||1
2410006519,2065670,2532065,1||2065670||1||6
2410006519,2065670,3735123,1||2065670||1||5
2410006519,2065670,3749174,1||2065670||1||1
2410006519,2065670,3749274,1||2065670||1||3
2410006519,2065670,3749294,1||2065670||1||2
2410006519,2065670,3749329,1||2065670||1||4
2410006519,2065670,4757884,1||2065670||1||7
2410006520,2065661,2530607,1||2065661||1||9
2410006520,2065661,3735123,1||2065661||1||2
2410006520,2065661,3737481,1||2065661||1||8
2410006520,2065661,3737485,1||2065661||1||7
2410006520,2065661,3749258,1||2065661||1||6
2410006520,2065661,3749319,1||2065661||1||3
2410006520,2065661,3749329,1||2065661||1||1
2410006520,2065661,5842905,1||2065661||1||5
2410006521,2065653,2532065,1||2065653||1||7
2410006521,2065653,3735123,1||2065653||1||2
2410006521,2065653,3737439,1||2065653||1||6
2410006521,2065653,3749258,1||2065653||1||5
2410006521,2065653,3749274,1||2065653||1||4
2410006521,2065653,3749294,1||2065653||1||3
2410006521,2065653,3749329,1||2065653||1||1
2410006522,2065645,2532065,1||2065645||1||8
2410006522,2065645,3735123,1||2065645||1||4
2410006522,2065645,3749174,1||2065645||1||5
2410006522,2065645,3749274,1||2065645||1||2
2410006522,2065645,3749294,1||2065645||1||1
2410006522,2065645,3749329,1||2065645||1||3
2410006522,2065645,4757884,1||2065645||1||7
2410006524,2066268,3215451,1||2066268||1||1
2410006524,2066268,5860816,1||2066268||1||2
2410006528,2066343,2821692,1||2066343||1||1
2410006535,2066391,6371,1||2066391||1||3
2410006535,2066391,6387,1||2066391||1||2
2410006535,2066391,6821,1||2066391||1||4
2410006535,2066391,7287,1||2066391||1||1
2410006536,2065246,1601435,1||2065246||1||6
2410006536,2065246,1615253,1||2065246||1||4
2410006536,2065246,1615618,1||2065246||1||2
2410006536,2065246,1615619,1||2065246||1||3
2410006536,2065246,1616902,1||2065246||1||1
2410006536,2065246,2343868,1||2065246||1||5
2410006536,2065246,2801085,1||2065246||1||7
2410006549,2066489,841584,1||2066489||1||1
2410006549,2066489,2245556,1||2066489||1||2
2410006553,2065996,2821692,1||2065996||1||1
2410006563,2063137,172131,1||2063137||3||10
2410006563,2063137,172132,1||2063137||3||9
2410006573,2066649,3144488,1||2066649||1||1
2410006574,2066574,5347,1||2066574||1||3
2410006574,2066574,5377,1||2066574||1||4
2410006574,2066574,6242,1||2066574||1||2
2410006584,2066740,2529845,1||2066740||1||1
2410006587,2066657,1054270,1||2066657||1||2
2410006591,2066446,2340054,1||2066446||1||1
2410006593,2066553,4996,1||2066553||1||1
2410006593,2066553,6155,1||2066553||1||8
2410006593,2066553,6163,1||2066553||1||9
2410006593,2066553,6370,1||2066553||1||10
2410006593,2066553,6371,1||2066553||1||6
2410006593,2066553,7098,1||2066553||1||12
2410006593,2066553,7157,1||2066553||1||4
2410006593,2066553,7160,1||2066553||1||3
2410006593,2066553,68686,1||2066553||1||7
2410006593,2066553,1013586,1||2066553||1||11
2410006593,2066553,3103541,1||2066553||1||13
2410006593,2066553,3223507,1||2066553||1||2
2410006593,2066553,4985116,1||2066553||1||5
2410006594,2066689,2228230,1||2066689||1||2
2410006594,2066689,2837528,1||2066689||1||1
2410006595,2066827,3286123,1||2066827||1||1
2410006595,2066827,3286124,1||2066827||1||2
2410006598,2066155,3211078,1||2066155||1||1
2410006609,2066805,1598112,1||2066805||2||4
2410006609,2066805,1598117,1||2066805||2||3
2410006609,2066805,1604491,1||2066805||2||2
2410006609,2066805,2539753,1||2066805||2||6
2410006611,2066245,5934,1||2066245||1||5
2410006611,2066245,6126,1||2066245||1||9
2410006611,2066245,8592,1||2066245||1||11
2410006611,2066245,9130,1||2066245||1||8
2410006611,2066245,75194,1||2066245||1||15
2410006611,2066245,1015951,1||2066245||1||14
2410006611,2066245,4806388,1||2066245||1||12
2410006611,2066245,4829520,1||2066245||1||7
2410006611,2066245,4994197,1||2066245||1||4
2410006624,2066966,2342460,1||2066966||1||1
2410006629,2066719,2299116,1||2066719||2||6
2410006629,2066719,2299188,1||2066719||2||5
2410006629,2066719,2564770,1||2066719||2||3
2410006629,2066719,2837896,1||2066719||2||1
2410006629,2066719,3160319,1||2066719||2||4
2410006634,2066505,2356165,1||2066505||1||1
2410006662,2066304,75194,1||2066304||1||2
2410006662,2066304,2251722,1||2066304||1||1
2410006663,2066802,71135,1||2066802||1||4
2410006663,2066802,1010716,1||2066802||1||2
2410006663,2066802,2255500,1||2066802||1||1
2410006663,2066802,2544947,1||2066802||1||6
2410006663,2066802,5690594,1||2066802||1||5
2410006676,2063868,5754348,1||2063868||1||3
2410006677,2066967,4750780,1||2066967||1||1
2410006687,2059469,2227787,1||2059469||1||2
2410006691,2067054,3526159,1||2067054||1||2
2410006691,2067054,3526160,1||2067054||1||1
2410006692,2028109,1613986,1||2028109||2||1
2410006707,2066788,3211078,1||2066788||2||2
2410006707,2066788,3213727,1||2066788||2||4
2410006707,2066788,5026188,1||2066788||2||1
2410006709,2066506,1608790,1||2066506||1||1
2410006709,2066506,1608791,1||2066506||1||2
2410006713,2066618,861307,1||2066618||1||2
2410006713,2066618,1621794,1||2066618||1||4
2410006713,2066618,3144379,1||2066618||1||3
2410006723,2066245,5474,1||2066245||3||16
2410006734,2066912,2307305,1||2066912||2||1
2410006753,2067201,5455,1||2067201||2||1
2410006753,2067201,6209,1||2067201||2||2
2410006772,2067254,22430,1||2067254||1||2
2410006777,2067184,1053244,1||2067184||1||1
2410006777,2067184,2230416,1||2067184||1||2
2410006790,2067317,2539753,1||2067317||1||2
2410006797,2039716,6153892,1||2039716||3||6
2410006800,2065068,1597725,1||2065068||1||6
2410006800,2065068,1611545,1||2065068||1||3
2410006800,2065068,2269092,1||2065068||1||8
2410006800,2065068,4987166,1||2065068||1||4
2410006801,2053299,3749283,1||2053299||2||6
2410006801,2053299,4757821,1||2053299||2||5
2410006803,2058037,1018408,1||2058037||2||5
2410006804,2066928,15945,1||2066928||1||1
2410006805,2053299,5753403,1||2053299||4||9
2410006805,2053299,5753404,1||2053299||4||10
2410006821,2067107,3268290,1||2067107||1||3
2410006822,2067501,5846308,1||2067501||1||1
2410006828,2067445,1053244,1||2067445||1||2
2410006828,2067445,2228752,1||2067445||1||3
2410006828,2067445,2228753,1||2067445||1||4
2410006828,2067445,2244046,1||2067445||1||6
2410006828,2067445,2244047,1||2067445||1||5
2410006828,2067445,2244055,1||2067445||1||8
2410006828,2067445,2244056,1||2067445||1||7
2410006828,2067445,2339702,1||2067445||1||1
2410006829,2067166,2226325,1||2067166||2||9
2410006829,2067166,2249576,1||2067166||2||7
2410006829,2067166,2249577,1||2067166||2||8
2410006833,2067196,1602027,1||2067196||1||2
2410006844,2066860,1615477,1||2066860||1||1
2410006845,2067558,1615795,1||2067558||1||1
2410006846,2067626,3155321,1||2067626||1||1
2410006849,2067578,1010716,1||2067578||1||7
2410006849,2067578,2255500,1||2067578||1||6
2410006849,2067578,3200770,1||2067578||1||2
2410006849,2067578,3239501,1||2067578||1||4
2410006849,2067578,3240553,1||2067578||1||3
2410006849,2067578,4806090,1||2067578||1||1
2410006849,2067578,4985110,1||2067578||1||5
2410006850,2067538,3732606,1||2067538||2||8
2410006850,2067538,5819310,1||2067538||2||5
2410006851,2067646,1720523,1||2067646||1||2
2410006851,2067646,3212017,1||2067646||1||1
2410006856,2067234,2307301,1||2067234||2||6
2410006856,2067234,2355251,1||2067234||2||7
2410006859,2067687,5754053,1||2067687||1||1
2410006882,2067648,2235236,1||2067648||1||2
2410006882,2067648,5846071,1||2067648||1||3
2410006887,2066629,3213890,1||2066629||1||1
2410006890,2067816,2801446,1||2067816||1||1
2410006906,2067255,7785,1||2067255||1||4
2410006906,2067255,7786,1||2067255||1||5
2410006906,2067255,1716496,1||2067255||1||6
2410006906,2067255,4705584,1||2067255||1||3
2410006906,2067255,4771162,1||2067255||1||1
2410006906,2067255,5440239,1||2067255||1||7
2410006907,2063335,3240548,1||2063335||1||2
2410006908,2067041,1323656,1||2067041||1||4
2410006908,2067041,4798375,1||2067041||1||3
2410006908,2067041,5753797,1||2067041||1||2
2410006908,2067041,5753799,1||2067041||1||1
2410006910,2067063,2816133,1||2067063||1||1
2410006912,2067732,2542161,1||2067732||1||2
2410006912,2067732,3223947,1||2067732||1||3
2410006915,2067126,4985821,1||2067126||3||7
2410006917,2067669,2573184,1||2067669||2||1
2410006929,2067212,2524958,1||2067212||1||1
2410006947,2066931,3213890,1||2066931||1||1
2410006958,2068007,2226302,1||2068007||1||2
2410006958,2068007,2305855,1||2068007||1||1
2410006958,2068007,3240458,1||2068007||1||3
2410006958,2068007,3785516,1||2068007||1||4
2410006959,2068062,2226318,1||2068062||1||2
2410006959,2068062,2226324,1||2068062||1||1
2410006959,2068062,2226325,1||2068062||1||3
2410006965,2068055,3214605,1||2068055||1||1
2410006965,2068055,3214607,1||2068055||1||2
2410006969,2067813,5038066,1||2067813||1||1
2410006979,2067907,3155321,1||2067907||1||1
2410006983,2067234,1013893,1||2067234||1||3
2410006983,2067234,2289496,1||2067234||1||2
2410006983,2067234,2798117,1||2067234||1||5
2410006983,2067234,2836060,1||2067234||1||1
2410006983,2067234,5994187,1||2067234||1||4
2410006984,2067969,2842710,1||2067969||1||5
2410006984,2067969,3223507,1||2067969||1||6
2410006984,2067969,3736749,1||2067969||1||3
2410006984,2067969,3737434,1||2067969||1||4
2410006984,2067969,3749223,1||2067969||1||2
2410006984,2067969,3749327,1||2067969||1||1
2410006985,2064123,2352020,1||2064123||1||1
2410006994,2067635,2573441,1||2067635||1||7
2410006994,2067635,3223507,1||2067635||1||6
2410006994,2067635,5451866,1||2067635||1||5
2410006999,2068136,3735592,1||2068136||1||1
2410006999,2068136,5454800,1||2068136||1||2
2410007001,2064942,1013465,1||2064942||2||1
2410007003,2066368,2366769,1||2066368||3||3
2410007025,2068284,1071256,1||2068284||1||3
2410007025,2068284,1595510,1||2068284||1||5
2410007025,2068284,1601435,1||2068284||1||4
2410007025,2068284,1602585,1||2068284||1||1
2410007025,2068284,1615536,1||2068284||1||6
2410007025,2068284,2343868,1||2068284||1||2
2410007027,2068097,2566359,1||2068097||1||2
2410007027,2068097,3163316,1||2068097||1||4
2410007035,2067804,23150,1||2067804||1||1
2410007035,2067804,4829520,1||2067804||1||2
2410007035,2067804,5752752,1||2067804||1||4
2410007053,2067698,1598117,1||2067698||1||3
2410007053,2067698,1602359,1||2067698||1||5
2410007053,2067698,1604491,1||2067698||1||2
2410007066,2067967,3785957,1||2067967||1||5
2410007072,2068407,3287315,1||2068407||1||2
2410007083,2068137,3213886,1||2068137||1||1
2410007083,2068137,3223507,1||2068137||1||2
2410007097,2068183,2529449,1||2068183||1||2
2410007097,2068183,2830875,1||2068183||1||1
2410007098,2068509,4981115,1||2068509||1||1
2410007100,2067738,4992252,1||2067738||1||2
2410007103,2067980,3213917,1||2067980||3||11
2410007103,2067980,4798524,1||2067980||3||12
2410007105,2067391,5753015,1||2067391||2||8
2410007106,2066591,6454,1||2066591||2||4
2410007106,2066591,6792,1||2066591||2||3
2410007106,2066591,7141,1||2066591||2||2
2410007106,2066591,2834962,1||2066591||2||1
2410007107,2068415,6371,1||2068415||1||1
2410007114,1976809,1716538,1||1976809||1||2
2410007129,2068519,3154716,1||2068519||2||2
2410007155,2068691,4806084,1||2068691||1||1
2410007165,2068722,828371,1||2068722||1||1
2410007169,2068355,2355906,1||2068355||1||2
2410007169,2068355,5816720,1||2068355||1||1
2410007183,2068696,214691,1||2068696||1||2
2410007189,2065310,172128,1||2065310||1||2
2410007189,2065310,1248939,1||2065310||1||4
2410007189,2065310,1581779,1||2065310||1||3
2410007189,2065310,2542316,1||2065310||1||1
2410007194,2068949,5030621,1||2068949||1||1
2410007194,2068949,5031130,1||2068949||1||2
2410007208,2068918,3286648,1||2068918||2||4
2410007208,2068918,3286675,1||2068918||2||3
2410007210,2061100,3153715,1||2061100||3||10
2410007211,2069043,1962362,1||2069043||1||1
2410007211,2069043,2544947,1||2069043||1||2
2410007211,2069043,4896019,1||2069043||1||3
2410007212,2069031,2529052,1||2069031||1||1
2410007212,2069031,4990972,1||2069031||1||2
2410007213,2068971,1601389,1||2068971||1||2
2410007213,2068971,2097031,1||2068971||1||3
2410007213,2068971,3192617,1||2068971||1||1
2410007219,2068953,4789655,1||2068953||2||5
2410007223,2068955,710128,1||2068955||2||1
2410007225,2059962,5699110,1||2059962||1||2
2410007227,2066286,3154294,1||2066286||1||2
2410007229,2069033,1071256,1||2069033||1||1
2410007229,2069033,2343868,1||2069033||1||2
2410007230,2068909,6124,1||2068909||1||4
2410007230,2068909,6126,1||2068909||1||3
2410007230,2068909,3158855,1||2068909||1||2
2410007230,2068909,4984641,1||2068909||1||1
2410007232,2068641,2219041,1||2068641||1||1
2410007233,2069053,1309915,1||2069053||1||1
2410007233,2069053,2366116,1||2069053||1||2
2410007233,2069053,3252052,1||2069053||1||4
2410007233,2069053,3757477,1||2069053||1||5
2410007234,2069069,1715911,1||2069069||1||1
2410007238,2068571,1636074,1||2068571||1||1
2410007245,2069057,3163552,1||2069057||2||3
2410007245,2069057,3731666,1||2069057||2||4
2410007248,2057566,5189,1||2057566||1||15
2410007248,2057566,5347,1||2057566||1||16
2410007248,2057566,5377,1||2057566||1||17
2410007248,2057566,1011138,1||2057566||1||5
2410007248,2057566,1011180,1||2057566||1||6
2410007248,2057566,1016937,1||2057566||1||3
2410007248,2057566,1020717,1||2057566||1||4
2410007248,2057566,1196313,1||2057566||1||8
2410007248,2057566,1615175,1||2057566||1||11
2410007248,2057566,2228715,1||2057566||1||2
2410007248,2057566,2819124,1||2057566||1||7
2410007248,2057566,3456311,1||2057566||1||13
2410007248,2057566,4975231,1||2057566||1||9
2410007248,2057566,4975890,1||2057566||1||12
2410007248,2057566,5026879,1||2057566||1||10
2410007248,2057566,5690584,1||2057566||1||1
2410007275,2069037,2237160,1||2069037||1||1
2410007276,2068363,2887752,1||2068363||1||1
2410007289,2069082,1028098,1||2069082||1||1
2410007309,2069282,2800115,1||2069282||1||1
2410007311,2069392,4985821,1||2069392||1||1
2410007334,2061743,2356076,1||2061743||1||4
2410007334,2061743,3198846,1||2061743||1||3
2410007334,2061743,3285922,1||2061743||1||1
2410007334,2061743,4757049,1||2061743||1||5
2410007334,2061743,4757050,1||2061743||1||6
2410007346,2069503,4757629,1||2069503||1||1
2410007346,2069503,5050217,1||2069503||1||2
